;id;nome;id_mun;nm_mun;id_mcr;nm_mcr;id_uf;nm_uf;sigla_uf;id_reg;nm_reg;sigla_rg;rgimd_id;rgimd_nm;rgint_id;rgint_nm;rguf_id;rguf_sgl;rguf_nm;rgrg_id;rgrg_sgl;rgrg_nm;dtigtao
123;2610905;Pesqueira;26008;Vale do Ipojuca;2603;Agreste Pernambucano;26;Pernambuco;PE;2;Nordeste;NE;260012;Belo Jardim ¿ Pesqueira;2602;Caruaru;26;PE;Pernambuco;2;NE;Nordeste;2024-02-09
124;2611002;Petrolândia;26006;Itaparica;2602;São Francisco Pernambucano;26;Pernambuco;PE;2;Nordeste;NE;260013;Serra Talhada;2603;Serra Talhada;26;PE;Pernambuco;2;NE;Nordeste;2024-02-09
125;2611101;Petrolina;26005;Petrolina;2602;São Francisco Pernambucano;26;Pernambuco;PE;2;Nordeste;NE;260015;Petrolina;2604;Petrolina;26;PE;Pernambuco;2;NE;Nordeste;2024-02-09
126;2611200;Poção;26008;Vale do Ipojuca;2603;Agreste Pernambucano;26;Pernambuco;PE;2;Nordeste;NE;260012;Belo Jardim ¿ Pesqueira;2602;Caruaru;26;PE;Pernambuco;2;NE;Nordeste;2024-02-09
127;2611309;Pombos;26014;Vitória de Santo Antão;2604;Mata Pernambucana;26;Pernambuco;PE;2;Nordeste;NE;260005;Vitória de Santo Antão;2601;Recife;26;PE;Pernambuco;2;NE;Nordeste;2024-02-09
128;2611408;Primavera;26015;Mata Meridional Pernambucana;2604;Mata Pernambucana;26;Pernambuco;PE;2;Nordeste;NE;260018;Escada - Ribeirão;2601;Recife;26;PE;Pernambuco;2;NE;Nordeste;2024-02-09
129;2611507;Quipapá;26015;Mata Meridional Pernambucana;2604;Mata Pernambucana;26;Pernambuco;PE;2;Nordeste;NE;260010;Garanhuns;2602;Caruaru;26;PE;Pernambuco;2;NE;Nordeste;2024-02-09
130;2611533;Quixaba;26003;Pajeú;2601;Sertão Pernambucano;26;Pernambuco;PE;2;Nordeste;NE;260014;Afogados da Ingazeira;2603;Serra Talhada;26;PE;Pernambuco;2;NE;Nordeste;2024-02-09
131;2611606;Recife;26017;Recife;2605;Metropolitana de Recife;26;Pernambuco;PE;2;Nordeste;NE;260001;Recife;2601;Recife;26;PE;Pernambuco;2;NE;Nordeste;2024-02-09
132;2611705;Riacho das Almas;26008;Vale do Ipojuca;2603;Agreste Pernambucano;26;Pernambuco;PE;2;Nordeste;NE;260009;Caruaru;2602;Caruaru;26;PE;Pernambuco;2;NE;Nordeste;2024-02-09
133;2611804;Ribeirão;26015;Mata Meridional Pernambucana;2604;Mata Pernambucana;26;Pernambuco;PE;2;Nordeste;NE;260018;Escada - Ribeirão;2601;Recife;26;PE;Pernambuco;2;NE;Nordeste;2024-02-09
134;2611903;Rio Formoso;26015;Mata Meridional Pernambucana;2604;Mata Pernambucana;26;Pernambuco;PE;2;Nordeste;NE;260007;Barreiros - Sirinhaém;2601;Recife;26;PE;Pernambuco;2;NE;Nordeste;2024-02-09
135;2612000;Sairé;26012;Brejo Pernambucano;2603;Agreste Pernambucano;26;Pernambuco;PE;2;Nordeste;NE;260009;Caruaru;2602;Caruaru;26;PE;Pernambuco;2;NE;Nordeste;2024-02-09
136;2612109;Salgadinho;26010;Médio Capibaribe;2603;Agreste Pernambucano;26;Pernambuco;PE;2;Nordeste;NE;260004;Limoeiro;2601;Recife;26;PE;Pernambuco;2;NE;Nordeste;2024-02-09
137;2612208;Salgueiro;26002;Salgueiro;2601;Sertão Pernambucano;26;Pernambuco;PE;2;Nordeste;NE;260017;Salgueiro;2604;Petrolina;26;PE;Pernambuco;2;NE;Nordeste;2024-02-09
138;2612307;Saloá;26011;Garanhuns;2603;Agreste Pernambucano;26;Pernambuco;PE;2;Nordeste;NE;260010;Garanhuns;2602;Caruaru;26;PE;Pernambuco;2;NE;Nordeste;2024-02-09
139;2612406;Sanharó;26008;Vale do Ipojuca;2603;Agreste Pernambucano;26;Pernambuco;PE;2;Nordeste;NE;260012;Belo Jardim ¿ Pesqueira;2602;Caruaru;26;PE;Pernambuco;2;NE;Nordeste;2024-02-09
140;2612455;Santa Cruz;26001;Araripina;2601;Sertão Pernambucano;26;Pernambuco;PE;2;Nordeste;NE;260016;Araripina;2604;Petrolina;26;PE;Pernambuco;2;NE;Nordeste;2024-02-09
141;2612471;Santa Cruz da Baixa Verde;26003;Pajeú;2601;Sertão Pernambucano;26;Pernambuco;PE;2;Nordeste;NE;260013;Serra Talhada;2603;Serra Talhada;26;PE;Pernambuco;2;NE;Nordeste;2024-02-09
142;2612505;Santa Cruz do Capibaribe;26009;Alto Capibaribe;2603;Agreste Pernambucano;26;Pernambuco;PE;2;Nordeste;NE;260009;Caruaru;2602;Caruaru;26;PE;Pernambuco;2;NE;Nordeste;2024-02-09
143;2612554;Santa Filomena;26001;Araripina;2601;Sertão Pernambucano;26;Pernambuco;PE;2;Nordeste;NE;260016;Araripina;2604;Petrolina;26;PE;Pernambuco;2;NE;Nordeste;2024-02-09
144;2612604;Santa Maria da Boa Vista;26005;Petrolina;2602;São Francisco Pernambucano;26;Pernambuco;PE;2;Nordeste;NE;260015;Petrolina;2604;Petrolina;26;PE;Pernambuco;2;NE;Nordeste;2024-02-09
145;2612703;Santa Maria do Cambucá;26009;Alto Capibaribe;2603;Agreste Pernambucano;26;Pernambuco;PE;2;Nordeste;NE;260008;Surubim;2601;Recife;26;PE;Pernambuco;2;NE;Nordeste;2024-02-09
146;2612802;Santa Terezinha;26003;Pajeú;2601;Sertão Pernambucano;26;Pernambuco;PE;2;Nordeste;NE;260014;Afogados da Ingazeira;2603;Serra Talhada;26;PE;Pernambuco;2;NE;Nordeste;2024-02-09
147;2612901;São Benedito do Sul;26015;Mata Meridional Pernambucana;2604;Mata Pernambucana;26;Pernambuco;PE;2;Nordeste;NE;260003;Palmares;2601;Recife;26;PE;Pernambuco;2;NE;Nordeste;2024-02-09
148;2613008;São Bento do Una;26008;Vale do Ipojuca;2603;Agreste Pernambucano;26;Pernambuco;PE;2;Nordeste;NE;260012;Belo Jardim ¿ Pesqueira;2602;Caruaru;26;PE;Pernambuco;2;NE;Nordeste;2024-02-09
149;2613107;São Caitano;26008;Vale do Ipojuca;2603;Agreste Pernambucano;26;Pernambuco;PE;2;Nordeste;NE;260009;Caruaru;2602;Caruaru;26;PE;Pernambuco;2;NE;Nordeste;2024-02-09
150;2613206;São João;26011;Garanhuns;2603;Agreste Pernambucano;26;Pernambuco;PE;2;Nordeste;NE;260010;Garanhuns;2602;Caruaru;26;PE;Pernambuco;2;NE;Nordeste;2024-02-09
151;2613305;São Joaquim do Monte;26012;Brejo Pernambucano;2603;Agreste Pernambucano;26;Pernambuco;PE;2;Nordeste;NE;260009;Caruaru;2602;Caruaru;26;PE;Pernambuco;2;NE;Nordeste;2024-02-09
152;2613404;São José da Coroa Grande;26015;Mata Meridional Pernambucana;2604;Mata Pernambucana;26;Pernambuco;PE;2;Nordeste;NE;260007;Barreiros - Sirinhaém;2601;Recife;26;PE;Pernambuco;2;NE;Nordeste;2024-02-09
153;2613503;São José do Belmonte;26002;Salgueiro;2601;Sertão Pernambucano;26;Pernambuco;PE;2;Nordeste;NE;260013;Serra Talhada;2603;Serra Talhada;26;PE;Pernambuco;2;NE;Nordeste;2024-02-09
154;2613602;São José do Egito;26003;Pajeú;2601;Sertão Pernambucano;26;Pernambuco;PE;2;Nordeste;NE;260014;Afogados da Ingazeira;2603;Serra Talhada;26;PE;Pernambuco;2;NE;Nordeste;2024-02-09
155;2613701;São Lourenço da Mata;26017;Recife;2605;Metropolitana de Recife;26;Pernambuco;PE;2;Nordeste;NE;260001;Recife;2601;Recife;26;PE;Pernambuco;2;NE;Nordeste;2024-02-09
156;2613800;São Vicente Férrer;26010;Médio Capibaribe;2603;Agreste Pernambucano;26;Pernambuco;PE;2;Nordeste;NE;260002;Goiana ¿ Timbaúba;2601;Recife;26;PE;Pernambuco;2;NE;Nordeste;2024-02-09
157;2613909;Serra Talhada;26003;Pajeú;2601;Sertão Pernambucano;26;Pernambuco;PE;2;Nordeste;NE;260013;Serra Talhada;2603;Serra Talhada;26;PE;Pernambuco;2;NE;Nordeste;2024-02-09
158;2614006;Serrita;26002;Salgueiro;2601;Sertão Pernambucano;26;Pernambuco;PE;2;Nordeste;NE;260017;Salgueiro;2604;Petrolina;26;PE;Pernambuco;2;NE;Nordeste;2024-02-09
159;2614105;Sertânia;26004;Sertão do Moxotó;2601;Sertão Pernambucano;26;Pernambuco;PE;2;Nordeste;NE;260011;Arcoverde;2602;Caruaru;26;PE;Pernambuco;2;NE;Nordeste;2024-02-09
160;2614204;Sirinhaém;26015;Mata Meridional Pernambucana;2604;Mata Pernambucana;26;Pernambuco;PE;2;Nordeste;NE;260007;Barreiros - Sirinhaém;2601;Recife;26;PE;Pernambuco;2;NE;Nordeste;2024-02-09
161;2614303;Moreilândia;26001;Araripina;2601;Sertão Pernambucano;26;Pernambuco;PE;2;Nordeste;NE;260016;Araripina;2604;Petrolina;26;PE;Pernambuco;2;NE;Nordeste;2024-02-09
162;2614402;Solidão;26003;Pajeú;2601;Sertão Pernambucano;26;Pernambuco;PE;2;Nordeste;NE;260014;Afogados da Ingazeira;2603;Serra Talhada;26;PE;Pernambuco;2;NE;Nordeste;2024-02-09
163;2614501;Surubim;26009;Alto Capibaribe;2603;Agreste Pernambucano;26;Pernambuco;PE;2;Nordeste;NE;260008;Surubim;2601;Recife;26;PE;Pernambuco;2;NE;Nordeste;2024-02-09
164;2614600;Tabira;26003;Pajeú;2601;Sertão Pernambucano;26;Pernambuco;PE;2;Nordeste;NE;260014;Afogados da Ingazeira;2603;Serra Talhada;26;PE;Pernambuco;2;NE;Nordeste;2024-02-09
165;2614709;Tacaimbó;26008;Vale do Ipojuca;2603;Agreste Pernambucano;26;Pernambuco;PE;2;Nordeste;NE;260012;Belo Jardim ¿ Pesqueira;2602;Caruaru;26;PE;Pernambuco;2;NE;Nordeste;2024-02-09
166;2614808;Tacaratu;26006;Itaparica;2602;São Francisco Pernambucano;26;Pernambuco;PE;2;Nordeste;NE;260013;Serra Talhada;2603;Serra Talhada;26;PE;Pernambuco;2;NE;Nordeste;2024-02-09
167;2614857;Tamandaré;26015;Mata Meridional Pernambucana;2604;Mata Pernambucana;26;Pernambuco;PE;2;Nordeste;NE;260007;Barreiros - Sirinhaém;2601;Recife;26;PE;Pernambuco;2;NE;Nordeste;2024-02-09
168;2615003;Taquaritinga do Norte;26009;Alto Capibaribe;2603;Agreste Pernambucano;26;Pernambuco;PE;2;Nordeste;NE;260009;Caruaru;2602;Caruaru;26;PE;Pernambuco;2;NE;Nordeste;2024-02-09
169;2615102;Terezinha;26011;Garanhuns;2603;Agreste Pernambucano;26;Pernambuco;PE;2;Nordeste;NE;260010;Garanhuns;2602;Caruaru;26;PE;Pernambuco;2;NE;Nordeste;2024-02-09
170;2615201;Terra Nova;26005;Petrolina;2602;São Francisco Pernambucano;26;Pernambuco;PE;2;Nordeste;NE;260017;Salgueiro;2604;Petrolina;26;PE;Pernambuco;2;NE;Nordeste;2024-02-09
171;2615300;Timbaúba;26013;Mata Setentrional Pernambucana;2604;Mata Pernambucana;26;Pernambuco;PE;2;Nordeste;NE;260002;Goiana ¿ Timbaúba;2601;Recife;26;PE;Pernambuco;2;NE;Nordeste;2024-02-09
172;2615409;Toritama;26009;Alto Capibaribe;2603;Agreste Pernambucano;26;Pernambuco;PE;2;Nordeste;NE;260009;Caruaru;2602;Caruaru;26;PE;Pernambuco;2;NE;Nordeste;2024-02-09
173;2615508;Tracunhaém;26013;Mata Setentrional Pernambucana;2604;Mata Pernambucana;26;Pernambuco;PE;2;Nordeste;NE;260006;Carpina;2601;Recife;26;PE;Pernambuco;2;NE;Nordeste;2024-02-09
174;2615607;Trindade;26001;Araripina;2601;Sertão Pernambucano;26;Pernambuco;PE;2;Nordeste;NE;260016;Araripina;2604;Petrolina;26;PE;Pernambuco;2;NE;Nordeste;2024-02-09
175;2615706;Triunfo;26003;Pajeú;2601;Sertão Pernambucano;26;Pernambuco;PE;2;Nordeste;NE;260013;Serra Talhada;2603;Serra Talhada;26;PE;Pernambuco;2;NE;Nordeste;2024-02-09
176;2615805;Tupanatinga;26007;Vale do Ipanema;2603;Agreste Pernambucano;26;Pernambuco;PE;2;Nordeste;NE;260011;Arcoverde;2602;Caruaru;26;PE;Pernambuco;2;NE;Nordeste;2024-02-09
177;2615904;Tuparetama;26003;Pajeú;2601;Sertão Pernambucano;26;Pernambuco;PE;2;Nordeste;NE;260014;Afogados da Ingazeira;2603;Serra Talhada;26;PE;Pernambuco;2;NE;Nordeste;2024-02-09
178;2616001;Venturosa;26007;Vale do Ipanema;2603;Agreste Pernambucano;26;Pernambuco;PE;2;Nordeste;NE;260011;Arcoverde;2602;Caruaru;26;PE;Pernambuco;2;NE;Nordeste;2024-02-09
179;2616100;Verdejante;26002;Salgueiro;2601;Sertão Pernambucano;26;Pernambuco;PE;2;Nordeste;NE;260017;Salgueiro;2604;Petrolina;26;PE;Pernambuco;2;NE;Nordeste;2024-02-09
180;2616183;Vertente do Lério;26009;Alto Capibaribe;2603;Agreste Pernambucano;26;Pernambuco;PE;2;Nordeste;NE;260008;Surubim;2601;Recife;26;PE;Pernambuco;2;NE;Nordeste;2024-02-09
181;2616209;Vertentes;26009;Alto Capibaribe;2603;Agreste Pernambucano;26;Pernambuco;PE;2;Nordeste;NE;260008;Surubim;2601;Recife;26;PE;Pernambuco;2;NE;Nordeste;2024-02-09
182;2616308;Vicência;26013;Mata Setentrional Pernambucana;2604;Mata Pernambucana;26;Pernambuco;PE;2;Nordeste;NE;260002;Goiana ¿ Timbaúba;2601;Recife;26;PE;Pernambuco;2;NE;Nordeste;2024-02-09
183;2616407;Vitória de Santo Antão;26014;Vitória de Santo Antão;2604;Mata Pernambucana;26;Pernambuco;PE;2;Nordeste;NE;260005;Vitória de Santo Antão;2601;Recife;26;PE;Pernambuco;2;NE;Nordeste;2024-02-09
184;2616506;Xexéu;26015;Mata Meridional Pernambucana;2604;Mata Pernambucana;26;Pernambuco;PE;2;Nordeste;NE;260003;Palmares;2601;Recife;26;PE;Pernambuco;2;NE;Nordeste;2024-02-09
